requisito_id,tipo,licenca,documento,modulo,topico,teste_aderencia,evidencia_esperada,peso,impacto
R.1589,,,PRAD,7. USO FUTURO DA ÁREA,8.2 Cronograma Financeiro,O PRAD apresenta valores e investimentos?,b) Custo total,,
R.1590,,,PRAD,7. USO FUTURO DA ÁREA,8.2 Cronograma Financeiro,O PRAD apresenta valores e investimentos?,c) Premissas de cálculo,,
R.1591,,,PRAD,9. ANEXOS OBRIGATÓRIOS,9.1 Anexos Técnicos,Todos os anexos exigidos pelo TR foram incluídos?,a) Anexo I – ART dos responsáveis,,
R.1592,,,PRAD,9. ANEXOS OBRIGATÓRIOS,9.1 Anexos Técnicos,Todos os anexos exigidos pelo TR foram incluídos?,b) Anexo II – Contrato com o superficiário (quando houver),,
R.1593,,,PRAD,9. ANEXOS OBRIGATÓRIOS,9.1 Anexos Técnicos,Todos os anexos exigidos pelo TR foram incluídos?,c) Anexo III – Mapa de localização com coordenadas,,
R.1594,,,PRAD,9. ANEXOS OBRIGATÓRIOS,9.1 Anexos Técnicos,Todos os anexos exigidos pelo TR foram incluídos?,"d) Anexo IV – Planta detalhada da área (inclusive arquivos .shp, .dbf, .shx, .prj)",,
R.1595,,,PRAD,9. ANEXOS OBRIGATÓRIOS,9.1 Anexos Técnicos,Todos os anexos exigidos pelo TR foram incluídos?,"e) Anexo V – Fotos, relatórios de campo e complementações (opcional)",,
R.1596,,,PRAD,10. FORMATAÇÃO E ENTREGA,10.1 Entrega e Formatação,O documento final atende às normas de entrega?,a) Versão impressa assinada em papel timbrado,,
R.1597,,,PRAD,10. FORMATAÇÃO E ENTREGA,10.1 Entrega e Formatação,O documento final atende às normas de entrega?,b) Versão digital em CD/DVD ou mídia equivalente,,
R.1598,,,PRAD,10. FORMATAÇÃO E ENTREGA,10.1 Entrega e Formatação,O documento final atende às normas de entrega?,c) Escalas adequadas conforme normas ABNT,,
R.1599,,,PRAD,10. FORMATAÇÃO E ENTREGA,10.1 Entrega e Formatação,O documento final atende às normas de entrega?,d) Uso exclusivo do Sistema Internacional (SI),,
R.1600,,,PRAD,10. FORMATAÇÃO E ENTREGA,10.1 Entrega e Formatação,O documento final atende às normas de entrega?,e) Documento apresentado integralmente em português,,
R.1601,,,PRAD,6. ESTRATÉGIAS DE RECUPERAÇÃO,6.1  Estratégias e Procedimentos,As estratégias são tecnicamente justificadas e alinhadas ao diagnóstico?,b) Técnicas de manejo do solo,,
R.1602,,,PRAD,6. ESTRATÉGIAS DE RECUPERAÇÃO,6.1  Estratégias e Procedimentos,As estratégias são tecnicamente justificadas e alinhadas ao diagnóstico?,c) Técnicas de manejo de recursos hídricos,,
R.1603,,,PRAD,6. ESTRATÉGIAS DE RECUPERAÇÃO,6.1  Estratégias e Procedimentos,As estratégias são tecnicamente justificadas e alinhadas ao diagnóstico?,"d) Técnicas de estabilização geotécnica (taludes, erosão etc.)",,
R.1604,,,PRAD,6. ESTRATÉGIAS DE RECUPERAÇÃO,6.1  Estratégias e Procedimentos,As estratégias são tecnicamente justificadas e alinhadas ao diagnóstico?,e) Técnicas de recomposição vegetal,,
R.1605,,,PRAD,6. ESTRATÉGIAS DE RECUPERAÇÃO,6.1  Estratégias e Procedimentos,As estratégias são tecnicamente justificadas e alinhadas ao diagnóstico?,f) Justificativa técnica de cada método,,
R.1606,,,PRAD,6. ESTRATÉGIAS DE RECUPERAÇÃO,6.2  Manutenção,O plano de manutenção atende ao TR?,a) Tratos culturais da revegetação,,
R.1607,,,PRAD,6. ESTRATÉGIAS DE RECUPERAÇÃO,6.2  Manutenção,O plano de manutenção atende ao TR?,b) Manejo de regeneração natural,,
R.1608,,,PRAD,6. ESTRATÉGIAS DE RECUPERAÇÃO,6.2  Manutenção,O plano de manutenção atende ao TR?,c) Controle de invasoras,,
R.1609,,,PRAD,6. ESTRATÉGIAS DE RECUPERAÇÃO,6.2  Manutenção,O plano de manutenção atende ao TR?,d) Reparos pós-eventos extremos,,
R.1610,,,PRAD,6. ESTRATÉGIAS DE RECUPERAÇÃO,6.3  Monitoramento Ambiental,O monitoramento apresenta todos os elementos exigidos?,"a) Parâmetros a monitorar (vegetação, água, taludes etc.)",,
R.1611,,,PRAD,6. ESTRATÉGIAS DE RECUPERAÇÃO,6.3  Monitoramento Ambiental,O monitoramento apresenta todos os elementos exigidos?,b) Metodologia de aferição,,
R.1612,,,PRAD,6. ESTRATÉGIAS DE RECUPERAÇÃO,6.3  Monitoramento Ambiental,O monitoramento apresenta todos os elementos exigidos?,c) Frequência de coleta,,
R.1613,,,PRAD,6. ESTRATÉGIAS DE RECUPERAÇÃO,6.3  Monitoramento Ambiental,O monitoramento apresenta todos os elementos exigidos?,d) Valores de referência,,
R.1614,,,PRAD,7. USO FUTURO DA ÁREA,6.3  Monitoramento Ambiental,O monitoramento apresenta todos os elementos exigidos?,e) Período total de monitoramento,,
R.1615,,,PRAD,7. USO FUTURO DA ÁREA,6.3  Monitoramento Ambiental,O monitoramento apresenta todos os elementos exigidos?,f) Periodicidade dos relatórios ao órgão ambiental,,
R.1616,,,PRAD,7. USO FUTURO DA ÁREA,7.1  Potencial de Uso Futuro,O PRAD apresenta avaliação técnica das possibilidades de uso?,a) Restrições legais,,
R.1617,,,PRAD,7. USO FUTURO DA ÁREA,7.1  Potencial de Uso Futuro,O PRAD apresenta avaliação técnica das possibilidades de uso?,b) Restrições geotécnicas,,
R.1618,,,PRAD,7. USO FUTURO DA ÁREA,7.1  Potencial de Uso Futuro,O PRAD apresenta avaliação técnica das possibilidades de uso?,"c) Possíveis usos (agro, silvicultura, turismo, recuperação completa etc.)",,
R.1619,,,PRAD,7. USO FUTURO DA ÁREA,7.1  Potencial de Uso Futuro,O PRAD apresenta avaliação técnica das possibilidades de uso?,d) Avaliação social e econômica do uso futuro,,
R.1620,,,PRAD,7. USO FUTURO DA ÁREA,8.1  Cronograma Físico-Operacional,O cronograma obedece ao formato do TR?,a) Tabela com estratégias/procedimentos x anos,,
R.1621,,,PRAD,7. USO FUTURO DA ÁREA,8.1  Cronograma Físico-Operacional,O cronograma obedece ao formato do TR?,b) Prazo de execução de cada ação,,
R.1622,,,PRAD,7. USO FUTURO DA ÁREA,8.1  Cronograma Físico-Operacional,O cronograma obedece ao formato do TR?,c) Relação mês/atividade quando aplicável,,
R.1623,,,PRAD,7. USO FUTURO DA ÁREA,8.2 Cronograma Financeiro,O PRAD apresenta valores e investimentos?,a) Custo por atividade,,
R.1624,,,PRAD,9. ANEXOS OBRIGATÓRIOS,8.2 Cronograma Financeiro,O PRAD apresenta valores e investimentos?,b) Custo total,,
R.1625,,,PRAD,9. ANEXOS OBRIGATÓRIOS,8.2 Cronograma Financeiro,O PRAD apresenta valores e investimentos?,c) Premissas de cálculo,,
R.1626,,,PRAD,9. ANEXOS OBRIGATÓRIOS,9.1 Anexos Técnicos,Todos os anexos exigidos pelo TR foram incluídos?,a) Anexo I – ART dos responsáveis,,
R.1627,,,PRAD,9. ANEXOS OBRIGATÓRIOS,9.1 Anexos Técnicos,Todos os anexos exigidos pelo TR foram incluídos?,b) Anexo II – Contrato com o superficiário (quando houver),,
R.1628,,,PRAD,9. ANEXOS OBRIGATÓRIOS,9.1 Anexos Técnicos,Todos os anexos exigidos pelo TR foram incluídos?,c) Anexo III – Mapa de localização com coordenadas,,
R.1629,,,PRAD,10. FORMATAÇÃO E ENTREGA,9.1 Anexos Técnicos,Todos os anexos exigidos pelo TR foram incluídos?,"d) Anexo IV – Planta detalhada da área (inclusive arquivos .shp, .dbf, .shx, .prj)",,
R.1630,,,PRAD,10. FORMATAÇÃO E ENTREGA,9.1 Anexos Técnicos,Todos os anexos exigidos pelo TR foram incluídos?,"e) Anexo V – Fotos, relatórios de campo e complementações (opcional)",,
R.1631,,,PRAD,10. FORMATAÇÃO E ENTREGA,10.1 Entrega e Formatação,O documento final atende às normas de entrega?,a) Versão impressa assinada em papel timbrado,,
R.1632,,,PRAD,10. FORMATAÇÃO E ENTREGA,10.1 Entrega e Formatação,O documento final atende às normas de entrega?,b) Versão digital em CD/DVD ou mídia equivalente,,
R.1633,,,PRAD,10. FORMATAÇÃO E ENTREGA,10.1 Entrega e Formatação,O documento final atende às normas de entrega?,c) Escalas adequadas conforme normas ABNT,,
R.1634,,,PAFEM,2 DADOS DA ÁREA,10.1 Entrega e Formatação,O documento final atende às normas de entrega?,d) Uso exclusivo do Sistema Internacional (SI),,
R.1635,,,PAFEM,2 DADOS DA ÁREA,10.1 Entrega e Formatação,O documento final atende às normas de entrega?,e) Documento apresentado integralmente em português,,
R.1636,,,PAFEM,2 DADOS DA ÁREA,2.2 Localização Geográfica (Anexo III),A área está georreferenciada conforme TR?,d) Mapa de localização anexado,,
R.1637,,,PAFEM,3 ATOS AUTORIZATIVOS,3.1 Licenciamento Ambiental e Títulos Minerários,Os atos foram apresentados integralmente?,a) Nº do processo COPAM,,
R.1638,,,PAFEM,3 ATOS AUTORIZATIVOS,3.1 Licenciamento Ambiental e Títulos Minerários,Os atos foram apresentados integralmente?,b) Atividade licenciada conforme DN COPAM,,
R.1639,,,PAFEM,3 ATOS AUTORIZATIVOS,3.1 Licenciamento Ambiental e Títulos Minerários,Os atos foram apresentados integralmente?,"c) Licença (modalidade, validade, restrições)",,
R.1640,,,PAFEM,3 ATOS AUTORIZATIVOS,3.1 Licenciamento Ambiental e Títulos Minerários,Os atos foram apresentados integralmente?,d) Nº do processo ANM,,
R.1641,,,PAFEM,3 ATOS AUTORIZATIVOS,3.1 Licenciamento Ambiental e Títulos Minerários,Os atos foram apresentados integralmente?,e) Substâncias minerais e grupamento mineiro,,
R.1642,,,PAFEM,3 ATOS AUTORIZATIVOS,3.1 Licenciamento Ambiental e Títulos Minerários,Os atos foram apresentados integralmente?,f) Empresa arrendatária (se houver),,
R.1643,,,PAFEM,3 ATOS AUTORIZATIVOS,3.1 Licenciamento Ambiental e Títulos Minerários,Os atos foram apresentados integralmente?,g) Cláusulas ambientais relevantes (se arrendamento),,
R.1644,,,PAFEM,3 ATOS AUTORIZATIVOS,3.2 Embargos / Suspensões,A informação sobre embargos está atualizada?,a) Declaração se há ou não embargo,,
R.1645,,,PAFEM,3 ATOS AUTORIZATIVOS,3.2 Embargos / Suspensões,A informação sobre embargos está atualizada?,b) Data do embargo ou suspensão,,
R.1646,,,PAFEM,3 ATOS AUTORIZATIVOS,3.2 Embargos / Suspensões,A informação sobre embargos está atualizada?,c) Motivo técnico/jurídico,,
R.1647,,,PAFEM,3 ATOS AUTORIZATIVOS,3.2 Embargos / Suspensões,A informação sobre embargos está atualizada?,d) Documentos anexos (quando aplicável),,
R.1648,,,PAFEM,3 ATOS AUTORIZATIVOS,3.3 Uso da Água e Outorgas,O uso de água foi identificado adequadamente?,a) Indicação de captação/derivação,,
R.1649,,,PAFEM,3 ATOS AUTORIZATIVOS,3.3 Uso da Água e Outorgas,O uso de água foi identificado adequadamente?,b) Existência de outorga,,
R.1650,,,PAFEM,3 ATOS AUTORIZATIVOS,3.3 Uso da Água e Outorgas,O uso de água foi identificado adequadamente?,c) Número e data do processo,,
R.1651,,,PAFEM,3 ATOS AUTORIZATIVOS,3.3 Uso da Água e Outorgas,O uso de água foi identificado adequadamente?,d) Justificativa técnica quando “uso insignificante”,,
R.1652,,,PAFEM,3 ATOS AUTORIZATIVOS,3.4 Autorizações Ambientais Específicas,Todas as anuências externas foram identificadas?,a) DAIA,,
R.1653,,,PAFEM,3 ATOS AUTORIZATIVOS,3.4 Autorizações Ambientais Específicas,Todas as anuências externas foram identificadas?,b) Autorização de supressão (IEF),,
R.1654,,,PAFEM,3 ATOS AUTORIZATIVOS,3.4 Autorizações Ambientais Específicas,Todas as anuências externas foram identificadas?,"c) Autorização IBAMA (Mata Atlântica, quando aplicável)",,
R.1655,,,PAFEM,3 ATOS AUTORIZATIVOS,3.4 Autorizações Ambientais Específicas,Todas as anuências externas foram identificadas?,d) Documentos de espeleologia / arqueologia,,
R.1656,,,PAFEM,3 ATOS AUTORIZATIVOS,3.4 Autorizações Ambientais Específicas,Todas as anuências externas foram identificadas?,e) Anexação no Anexo C,,
R.1657,,,PAFEM,4 CARACTERIZAÇÃO DO EMPREENDIMENTO,4.1 Plano de Fechamento,As datas de encerramento e fechamento foram apresentadas?,a) Data prevista de encerramento da atividade,,
R.1658,,,PAFEM,4 CARACTERIZAÇÃO DO EMPREENDIMENTO,4.1 Plano de Fechamento,As datas de encerramento e fechamento foram apresentadas?,b) Data prevista para fechamento da mina,,
R.1659,,,PAFEM,4 CARACTERIZAÇÃO DO EMPREENDIMENTO,4.2 Método de Lavra,O método de lavra foi descrito conforme TR?,a) Método(s) utilizado(s),,
R.1660,,,PAFEM,4 CARACTERIZAÇÃO DO EMPREENDIMENTO,4.2 Método de Lavra,O método de lavra foi descrito conforme TR?,b) Dimensões da área de lavra,,
R.1661,,,PAFEM,4 CARACTERIZAÇÃO DO EMPREENDIMENTO,4.2 Método de Lavra,O método de lavra foi descrito conforme TR?,c) Número e dimensões dos bancos (céu aberto),,
R.1662,,,PAFEM,4 CARACTERIZAÇÃO DO EMPREENDIMENTO,4.2 Método de Lavra,O método de lavra foi descrito conforme TR?,"d) Profundidade, níveis e galerias (subterrânea)",,
R.1663,,,PAFEM,4 CARACTERIZAÇÃO DO EMPREENDIMENTO,4.2 Método de Lavra,O método de lavra foi descrito conforme TR?,e) Sistemas de drenagem,,
R.1664,,,PAFEM,4 CARACTERIZAÇÃO DO EMPREENDIMENTO,"4.3 Unidades Operacionais, Apoio e Utilidades",O empreendimento está completamente caracterizado?,a) Lista de todas as unidades,,
R.1665,,,PAFEM,4 CARACTERIZAÇÃO DO EMPREENDIMENTO,"4.3 Unidades Operacionais, Apoio e Utilidades",O empreendimento está completamente caracterizado?,b) Localização,,
R.1666,,,PAFEM,4 CARACTERIZAÇÃO DO EMPREENDIMENTO,"4.3 Unidades Operacionais, Apoio e Utilidades",O empreendimento está completamente caracterizado?,c) Área ocupada,,
R.1667,,,PAFEM,4 CARACTERIZAÇÃO DO EMPREENDIMENTO,"4.3 Unidades Operacionais, Apoio e Utilidades",O empreendimento está completamente caracterizado?,d) Materiais de construção,,
R.1668,,,PAFEM,4 CARACTERIZAÇÃO DO EMPREENDIMENTO,4.4 Estruturas Geotécnicas,As estruturas foram descritas conforme TR?,"a) Tipo, nome e localização",,
R.1669,,,PAFEM,4 CARACTERIZAÇÃO DO EMPREENDIMENTO,4.4 Estruturas Geotécnicas,As estruturas foram descritas conforme TR?,b) Área ocupada,,
R.1670,,,PAFEM,4 CARACTERIZAÇÃO DO EMPREENDIMENTO,4.4 Estruturas Geotécnicas,As estruturas foram descritas conforme TR?,"c) Volume, altura e classe",,
R.1671,,,PAFEM,4 CARACTERIZAÇÃO DO EMPREENDIMENTO,4.4 Estruturas Geotécnicas,As estruturas foram descritas conforme TR?,d) Sistemas de controle,,
R.1672,,,PAFEM,4 CARACTERIZAÇÃO DO EMPREENDIMENTO,4.4 Estruturas Geotécnicas,As estruturas foram descritas conforme TR?,e) Estágio atual de recuperação,,
R.1673,,,PAFEM,4 CARACTERIZAÇÃO DO EMPREENDIMENTO,4.4 Estruturas Geotécnicas,As estruturas foram descritas conforme TR?,f) Declaração de estabilidade,,
R.1674,,,PAFEM,5 DIAGNÓSTICO AMBIENTAL,5.1 Diagnóstico Regional,O diagnóstico regional está completo?,a) Clima,,
R.1675,,,PAFEM,5 DIAGNÓSTICO AMBIENTAL,5.1 Diagnóstico Regional,O diagnóstico regional está completo?,b) Geomorfologia,,
R.1676,,,PAFEM,5 DIAGNÓSTICO AMBIENTAL,5.1 Diagnóstico Regional,O diagnóstico regional está completo?,c) Pedologia,,
R.1677,,,PAFEM,5 DIAGNÓSTICO AMBIENTAL,5.1 Diagnóstico Regional,O diagnóstico regional está completo?,d) Bioma,,
R.1678,,,PAFEM,5 DIAGNÓSTICO AMBIENTAL,5.1 Diagnóstico Regional,O diagnóstico regional está completo?,e) Comunidades vegetais e fauna regional,,
R.1679,,,PAFEM,5 DIAGNÓSTICO AMBIENTAL,5.1 Diagnóstico Regional,O diagnóstico regional está completo?,f) Espécies endêmicas e ameaçadas,,
R.1680,,,PAFEM,5 DIAGNÓSTICO AMBIENTAL,5.2 Diagnóstico Local,A área degradada foi diagnosticada com dados primários?,a) Cenário pré-operação,,
R.1681,,,PAFEM,5 DIAGNÓSTICO AMBIENTAL,5.2 Diagnóstico Local,A área degradada foi diagnosticada com dados primários?,b) Áreas de referência,,
R.1682,,,PAFEM,5 DIAGNÓSTICO AMBIENTAL,5.2 Diagnóstico Local,A área degradada foi diagnosticada com dados primários?,c) Cenário pós-operação,,
R.1683,,,PAFEM,5 DIAGNÓSTICO AMBIENTAL,5.2 Diagnóstico Local,A área degradada foi diagnosticada com dados primários?,"d) Identificação dos passivos (solo, água, vegetação, fauna, social)",,
R.1684,,,PAFEM,5 DIAGNÓSTICO AMBIENTAL,5.2 Diagnóstico Local,A área degradada foi diagnosticada com dados primários?,e) Descrição da degradação ambiental,,
R.1685,,,PAFEM,5 DIAGNÓSTICO AMBIENTAL,5.3 Conclusão do Diagnóstico,Há avaliação consolidada das condições ambientais?,a) Comparação pré x pós operação,,
R.1686,,,PAFEM,5 DIAGNÓSTICO AMBIENTAL,5.3 Conclusão do Diagnóstico,Há avaliação consolidada das condições ambientais?,b) Necessidades de recuperação,,
R.1687,,,PAFEM,5 DIAGNÓSTICO AMBIENTAL,5.3 Conclusão do Diagnóstico,Há avaliação consolidada das condições ambientais?,c) Áreas sem necessidade de intervenção e justificativas,,
R.1688,,,PAFEM,5 DIAGNÓSTICO AMBIENTAL,5.3 Conclusão do Diagnóstico,Há avaliação consolidada das condições ambientais?,d) Viabilidade técnica/econômica,,
R.1689,,,PAFEM,6 DIAGNÓSTICO SOCIOECONÔMICO,6.1 Mão de Obra,A evolução do quadro foi apresentada?,a) Número de trabalhadores,,
R.1690,,,PAFEM,6 DIAGNÓSTICO SOCIOECONÔMICO,6.1 Mão de Obra,A evolução do quadro foi apresentada?,b) Distribuição entre setores,,
R.1691,,,PAFEM,6 DIAGNÓSTICO SOCIOECONÔMICO,6.1 Mão de Obra,A evolução do quadro foi apresentada?,c) Variação temporal,,
R.1692,,,PAFEM,6 DIAGNÓSTICO SOCIOECONÔMICO,6.2 Projetos Socioambientais,Os projetos desenvolvidos foram apresentados?,a) Lista de projetos,,
R.1693,,,PAFEM,6 DIAGNÓSTICO SOCIOECONÔMICO,6.2 Projetos Socioambientais,Os projetos desenvolvidos foram apresentados?,b) Objetivos,,
R.1694,,,PAFEM,6 DIAGNÓSTICO SOCIOECONÔMICO,6.2 Projetos Socioambientais,Os projetos desenvolvidos foram apresentados?,c) Resultados alcançados,,
R.1695,,,PAFEM,6 DIAGNÓSTICO SOCIOECONÔMICO,6.3 Impactos Socioeconômicos na Operação,A análise temporal foi apresentada?,a) Investimentos diretos,,
R.1696,,,PAFEM,6 DIAGNÓSTICO SOCIOECONÔMICO,6.3 Impactos Socioeconômicos na Operação,A análise temporal foi apresentada?,b) Contribuição tributária,,
R.1697,,,PAFEM,6 DIAGNÓSTICO SOCIOECONÔMICO,6.3 Impactos Socioeconômicos na Operação,A análise temporal foi apresentada?,c) Impactos sociais,,
R.1698,,,PAFEM,6 DIAGNÓSTICO SOCIOECONÔMICO,6.3 Impactos Socioeconômicos na Operação,A análise temporal foi apresentada?,d) Infraestrutura,,
R.1699,,,PAFEM,6 DIAGNÓSTICO SOCIOECONÔMICO,6.3 Impactos Socioeconômicos na Operação,A análise temporal foi apresentada?,e) Indicadores de desenvolvimento,,
R.1700,,,PAFEM,6 DIAGNÓSTICO SOCIOECONÔMICO,6.4 Impactos Pós-Fechamento,Os impactos futuros foram avaliados?,a) Impactos previstos na economia local,,
R.1701,,,PAFEM,6 DIAGNÓSTICO SOCIOECONÔMICO,6.4 Impactos Pós-Fechamento,Os impactos futuros foram avaliados?,b) Impactos no emprego,,
R.1702,,,PAFEM,6 DIAGNÓSTICO SOCIOECONÔMICO,6.4 Impactos Pós-Fechamento,Os impactos futuros foram avaliados?,c) Impactos sociais e serviços,,
